time,keypoints.0.0.0,keypoints.0.0.1,keypoints.0.1.0,keypoints.0.1.1,keypoints.0.2.0,keypoints.0.2.1,keypoints.0.3.0,keypoints.0.3.1,keypoints.0.4.0,keypoints.0.4.1,keypoints.0.5.0,keypoints.0.5.1,keypoints.0.6.0,keypoints.0.6.1,keypoints.0.7.0,keypoints.0.7.1,keypoints.0.8.0,keypoints.0.8.1,keypoints.0.9.0,keypoints.0.9.1,keypoints.0.10.0,keypoints.0.10.1,keypoints.0.11.0,keypoints.0.11.1,keypoints.0.12.0,keypoints.0.12.1,keypoints.0.13.0,keypoints.0.13.1,keypoints.0.14.0,keypoints.0.14.1,keypoints.0.15.0,keypoints.0.15.1,keypoints.0.16.0,keypoints.0.16.1,keypoints.1.0.0,keypoints.1.0.1,keypoints.1.1.0,keypoints.1.1.1,keypoints.1.2.0,keypoints.1.2.1,keypoints.1.3.0,keypoints.1.3.1,keypoints.1.4.0,keypoints.1.4.1,keypoints.1.5.0,keypoints.1.5.1,keypoints.1.6.0,keypoints.1.6.1,keypoints.1.7.0,keypoints.1.7.1,keypoints.1.8.0,keypoints.1.8.1,keypoints.1.9.0,keypoints.1.9.1,keypoints.1.10.0,keypoints.1.10.1,keypoints.1.11.0,keypoints.1.11.1,keypoints.1.12.0,keypoints.1.12.1,keypoints.1.13.0,keypoints.1.13.1,keypoints.1.14.0,keypoints.1.14.1,keypoints.1.15.0,keypoints.1.15.1,keypoints.1.16.0,keypoints.1.16.1,keypoints.2.0.0,keypoints.2.0.1,keypoints.2.1.0,keypoints.2.1.1,keypoints.2.2.0,keypoints.2.2.1,keypoints.2.3.0,keypoints.2.3.1,keypoints.2.4.0,keypoints.2.4.1,keypoints.2.5.0,keypoints.2.5.1,keypoints.2.6.0,keypoints.2.6.1,keypoints.2.7.0,keypoints.2.7.1,keypoints.2.8.0,keypoints.2.8.1,keypoints.2.9.0,keypoints.2.9.1,keypoints.2.10.0,keypoints.2.10.1,keypoints.2.11.0,keypoints.2.11.1,keypoints.2.12.0,keypoints.2.12.1,keypoints.2.13.0,keypoints.2.13.1,keypoints.2.14.0,keypoints.2.14.1,keypoints.2.15.0,keypoints.2.15.1,keypoints.2.16.0,keypoints.2.16.1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.16,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.24,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.32,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.36,0.45526178871713036,0.23093996047973633,0.46189024390243905,0.21666666666666667,0.4398432475764577,0.21905415852864582,0,0,0.4182625747308498,0.23673419952392577,0.5058521177710557,0.3246011734008789,0.38063195856606086,0.32563327153523763,0.51451813302389,0.4584357261657715,0.36266764198861473,0.45824912389119465,0.5133336695229135,0.5649351755777995,0.35970606454988807,0.5760300954182943,0.47993366892744854,0.57041810353597,0.4061229984934737,0.5695659001668294,0,0,0.4029595444842083,0.7151575088500977,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
