time,bboxes.0.0,bboxes.0.1,bboxes.0.2,bboxes.0.3,bboxes.1.0,bboxes.1.1,bboxes.1.2,bboxes.1.3,bboxes.2.0,bboxes.2.1,bboxes.2.2,bboxes.2.3,bboxes.3.0,bboxes.3.1,bboxes.3.2,bboxes.3.3,bboxes.4.0,bboxes.4.1,bboxes.4.2,bboxes.4.3,bboxes.5.0,bboxes.5.1,bboxes.5.2,bboxes.5.3,bboxes.6.0,bboxes.6.1,bboxes.6.2,bboxes.6.3,bboxes.7.0,bboxes.7.1,bboxes.7.2,bboxes.7.3,bboxes.8.0,bboxes.8.1,bboxes.8.2,bboxes.8.3,bboxes.9.0,bboxes.9.1,bboxes.9.2,bboxes.9.3,bboxes.10.0,bboxes.10.1,bboxes.10.2,bboxes.10.3,bboxes.11.0,bboxes.11.1,bboxes.11.2,bboxes.11.3,bboxes.12.0,bboxes.12.1,bboxes.12.2,bboxes.12.3,bboxes.13.0,bboxes.13.1,bboxes.13.2,bboxes.13.3,bboxes.14.0,bboxes.14.1,bboxes.14.2,bboxes.14.3,bboxes.15.0,bboxes.15.1,bboxes.15.2,bboxes.15.3,classes.0,classes.1,classes.2,classes.3,classes.4,classes.5,classes.6,classes.7,classes.8,classes.9,classes.10,classes.11,classes.12,classes.13,classes.14,classes.15,scores.0,scores.1,scores.2,scores.3,scores.4,scores.5,scores.6,scores.7,scores.8,scores.9,scores.10,scores.11,scores.12,scores.13,scores.14,scores.15,bboxes.16.0,bboxes.16.1,bboxes.16.2,bboxes.16.3,bboxes.17.0,bboxes.17.1,bboxes.17.2,bboxes.17.3,classes.16,classes.17,scores.16,scores.17,bboxes.18.0,bboxes.18.1,bboxes.18.2,bboxes.18.3,classes.18,scores.18
0.06666666666666667,0.7095848321914673,0.3784911334514618,0.8152571320533752,0.6901842355728149,0.4039566218852997,0.4135722517967224,0.4652137756347656,0.582186758518219,0.5204761028289795,0.3679724335670471,0.5788326859474182,0.6029949188232422,0.367458313703537,0.15032294392585754,0.420937716960907,0.4086545705795288,0.45502832531929016,0.5417394638061523,0.5462133884429932,0.8840175867080688,0.8295081853866577,0.4118671715259552,0.8896118998527527,0.6638848781585693,0.6005916595458984,0.15061500668525696,0.6549088358879089,0.4243674576282501,0.527969241142273,0.16476821899414062,0.5817562341690063,0.4034404754638672,0.19199195504188538,0.1478305608034134,0.23967432975769043,0.38773617148399353,0.4834090769290924,0.17602528631687164,0.5324837565422058,0.40513545274734497,0.0033552050590515137,0.27477508783340454,0.10928348451852798,0.6140589118003845,0.2991763949394226,0.14916592836380005,0.35014644265174866,0.394195020198822,0.654550313949585,0.20631854236125946,0.7113059759140015,0.4513518512248993,0.6912087798118591,0.21139107644557953,0.7420620322227478,0.4390009343624115,0.6249499917030334,0.5298352241516113,0.7018626928329468,0.7050905823707581,0.4491451680660248,0.13982528448104858,0.4912010431289673,0.36854833364486694,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,0.9999409914016724,0.9999406337738037,0.999620795249939,0.9997405409812927,0.9998911619186401,0.9967818260192871,0.9966273903846741,0.9993646740913391,0.9990052580833435,0.999650239944458,0.9999115467071533,0.9994329810142517,0.9989480376243591,0.9992111921310425,0.8655229806900024,0.9994271993637085,,,,,,,,,,,,,,,,,,
0.1,0.5214524865150452,0.3661111295223236,0.5788347721099854,0.6014508605003357,0.7123083472251892,0.3852269947528839,0.8152818083763123,0.6836509704589844,0.45503002405166626,0.5415646433830261,0.5522695183753967,0.8662440180778503,0.40182116627693176,0.4126920998096466,0.462679386138916,0.5833186507225037,0.36980146169662476,0.14116080105304718,0.4215379059314728,0.4039856195449829,0.6009979844093323,0.14960195124149323,0.6561366319656372,0.4280463755130768,0.830258309841156,0.4146440923213959,0.8926578760147095,0.6621776223182678,0.5281760096549988,0.16793109476566315,0.5828406810760498,0.39669036865234375,0.48453205823898315,0.1792403757572174,0.5325222015380859,0.40346619486808777,0.00431064935401082,0.2744344472885132,0.10688616335391998,0.6139320135116577,0.19313718378543854,0.14901970326900482,0.23860931396484375,0.39280033111572266,0.654615044593811,0.20577867329120636,0.7115118503570557,0.4514559507369995,0.30249857902526855,0.16125480830669403,0.34792864322662354,0.4044031500816345,0.6241889595985413,0.5315392017364502,0.7024287581443787,0.7037526369094849,0.45129692554473877,0.14169955253601074,0.4900974631309509,0.36745405197143555,0.6922615766525269,0.21023985743522644,0.7410650253295898,0.43612349033355713,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,0.9998372793197632,0.9999107122421265,0.999915599822998,0.9998335838317871,0.9996718168258667,0.9971464276313782,0.9977216124534607,0.9994848966598511,0.9995719790458679,0.9999080896377563,0.9984477758407593,0.9991601705551147,0.9995691180229187,0.8950850963592529,0.9995755553245544,0.9991521835327148,,,,,,,,,,,,,,,,,,
0.13333333333333333,0.5204470157623291,0.3633728325366974,0.5757836699485779,0.6071896553039551,0.45572689175605774,0.536001980304718,0.5521618723869324,0.8691796660423279,0.7142466902732849,0.3747848868370056,0.814729630947113,0.6902613043785095,0.37146806716918945,0.1402808278799057,0.42327532172203064,0.40420520305633545,0.6030988097190857,0.1664067804813385,0.6552942991256714,0.43689510226249695,0.39960604906082153,0.4125474691390991,0.4602776765823364,0.5885916948318481,0.188960999250412,0.1452329307794571,0.23366659879684448,0.36763012409210205,0.5295557379722595,0.17362800240516663,0.5839707851409912,0.3945358991622925,0.8328660726547241,0.4161044657230377,0.8937926888465881,0.6594849824905396,0.005942358635365963,0.2740427851676941,0.10398674011230469,0.6115971207618713,0.4838234782218933,0.2026219516992569,0.5330007672309875,0.4112684428691864,0.6555973291397095,0.2059994786977768,0.711310088634491,0.44856053590774536,0.6252882480621338,0.5381728410720825,0.7021579146385193,0.7070437669754028,0.30257469415664673,0.1676253378391266,0.34722235798835754,0.39871346950531006,0.6911672353744507,0.21099965274333954,0.74022376537323,0.43382424116134644,0.22989562153816223,0.2632289528846741,0.3182339072227478,0.545276403427124,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,0.9997596144676208,0.9999351501464844,0.9999459981918335,0.9997524619102478,0.9983506202697754,0.9997261166572571,0.9995206594467163,0.9993699193000793,0.9853491187095642,0.9998735189437866,0.9990455508232117,0.9992983341217041,0.9551592469215393,0.99973064661026,0.998984158039093,0.9995002746582031,,,,,,,,,,,,,,,,,,
0.16666666666666666,0.5204470157623291,0.3633728325366974,0.5757836699485779,0.6071896553039551,0.45572689175605774,0.536001980304718,0.5521618723869324,0.8691796660423279,0.7142466902732849,0.3747848868370056,0.814729630947113,0.6902613043785095,0.37146806716918945,0.1402808278799057,0.42327532172203064,0.40420520305633545,0.6030988097190857,0.1664067804813385,0.6552942991256714,0.43689510226249695,0.39960604906082153,0.4125474691390991,0.4602776765823364,0.5885916948318481,0.188960999250412,0.1452329307794571,0.23366659879684448,0.36763012409210205,0.5295557379722595,0.17362800240516663,0.5839707851409912,0.3945358991622925,0.8328660726547241,0.4161044657230377,0.8937926888465881,0.6594849824905396,0.005942358635365963,0.2740427851676941,0.10398674011230469,0.6115971207618713,0.4838234782218933,0.2026219516992569,0.5330007672309875,0.4112684428691864,0.6555973291397095,0.2059994786977768,0.711310088634491,0.44856053590774536,0.6252882480621338,0.5381728410720825,0.7021579146385193,0.7070437669754028,0.30257469415664673,0.1676253378391266,0.34722235798835754,0.39871346950531006,0.6911672353744507,0.21099965274333954,0.74022376537323,0.43382424116134644,0.22989562153816223,0.2632289528846741,0.3182339072227478,0.545276403427124,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,0.9997596144676208,0.9999351501464844,0.9999459981918335,0.9997524619102478,0.9983506202697754,0.9997261166572571,0.9995206594467163,0.9993699193000793,0.9853491187095642,0.9998735189437866,0.9990455508232117,0.9992983341217041,0.9551592469215393,0.99973064661026,0.998984158039093,0.9995002746582031,,,,,,,,,,,,,,,,,,
0.2,0.7173207998275757,0.36660316586494446,0.8106113076210022,0.6744775772094727,0.5174770951271057,0.3667152225971222,0.5743238925933838,0.6039161682128906,0.4618843197822571,0.5300021171569824,0.5590372681617737,0.8649168610572815,0.37349092960357666,0.1397228091955185,0.42640239000320435,0.4026363492012024,0.8403489589691162,0.41905930638313293,0.8993273973464966,0.6613677740097046,0.1872093826532364,0.1450507640838623,0.23198331892490387,0.35907071828842163,0.6025861501693726,0.14937089383602142,0.656153678894043,0.430599570274353,0.3959493637084961,0.40980127453804016,0.45553043484687805,0.5845320224761963,0.5325451493263245,0.1817152500152588,0.5847368240356445,0.38917070627212524,0.008577337488532066,0.2711620032787323,0.09958036243915558,0.6120316386222839,0.6288867592811584,0.5403792858123779,0.701897382736206,0.7065020799636841,0.653564989566803,0.206525057554245,0.7105268836021423,0.4462883770465851,0.48567870259284973,0.2271912395954132,0.5374459028244019,0.41959989070892334,0.3054089844226837,0.18611429631710052,0.34809625148773193,0.39349010586738586,0.21886548399925232,0.2821212708950043,0.3000269830226898,0.5330232977867126,0.689719557762146,0.20837761461734772,0.7359767556190491,0.43068525195121765,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,0.9999526739120483,0.9997065663337708,0.9999053478240967,0.9997722506523132,0.9971243739128113,0.9997678399085999,0.9949953556060791,0.9991068243980408,0.9995354413986206,0.9999098777770996,0.9719573259353638,0.9993120431900024,0.9996544122695923,0.9998090863227844,0.997639536857605,0.9986425042152405,,,,,,,,,,,,,,,,,,
0.23333333333333334,0.7173207998275757,0.36660316586494446,0.8106113076210022,0.6744775772094727,0.5174770951271057,0.3667152225971222,0.5743238925933838,0.6039161682128906,0.4618843197822571,0.5300021171569824,0.5590372681617737,0.8649168610572815,0.37349092960357666,0.1397228091955185,0.42640239000320435,0.4026363492012024,0.8403489589691162,0.41905930638313293,0.8993273973464966,0.6613677740097046,0.1872093826532364,0.1450507640838623,0.23198331892490387,0.35907071828842163,0.6025861501693726,0.14937089383602142,0.656153678894043,0.430599570274353,0.3959493637084961,0.40980127453804016,0.45553043484687805,0.5845320224761963,0.5325451493263245,0.1817152500152588,0.5847368240356445,0.38917070627212524,0.008577337488532066,0.2711620032787323,0.09958036243915558,0.6120316386222839,0.6288867592811584,0.5403792858123779,0.701897382736206,0.7065020799636841,0.653564989566803,0.206525057554245,0.7105268836021423,0.4462883770465851,0.48567870259284973,0.2271912395954132,0.5374459028244019,0.41959989070892334,0.3054089844226837,0.18611429631710052,0.34809625148773193,0.39349010586738586,0.21886548399925232,0.2821212708950043,0.3000269830226898,0.5330232977867126,0.689719557762146,0.20837761461734772,0.7359767556190491,0.43068525195121765,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,0.9999526739120483,0.9997065663337708,0.9999053478240967,0.9997722506523132,0.9971243739128113,0.9997678399085999,0.9949953556060791,0.9991068243980408,0.9995354413986206,0.9999098777770996,0.9719573259353638,0.9993120431900024,0.9996544122695923,0.9998090863227844,0.997639536857605,0.9986425042152405,,,,,,,,,,,,,,,,,,
0.3333333333333333,0.7185791730880737,0.36336013674736023,0.8125969171524048,0.6634349822998047,0.8460633158683777,0.4350394904613495,0.9115270376205444,0.6864868998527527,0.3844509422779083,0.14395898580551147,0.4341605603694916,0.39885303378105164,0.6034742593765259,0.19006115198135376,0.6565221548080444,0.46160605549812317,0.3911678194999695,0.4006561040878296,0.4548877477645874,0.586250364780426,0.5065433979034424,0.3783871829509735,0.5708356499671936,0.5894028544425964,0.16971254348754883,0.14612583816051483,0.22276005148887634,0.35174354910850525,0.6292597651481628,0.5385387539863586,0.7051877975463867,0.7083743214607239,0.563850462436676,0.14607591927051544,0.6108866333961487,0.34581419825553894,0.5372732281684875,0.19197680056095123,0.5856870412826538,0.3806883692741394,0.6552420258522034,0.204763263463974,0.7128416299819946,0.44491201639175415,0.4922892451286316,0.22273693978786469,0.5391228199005127,0.4196281433105469,0.47008922696113586,0.5006630420684814,0.5673896074295044,0.8128341436386108,0.038861826062202454,0.2691243886947632,0.09817886352539062,0.5427888035774231,,,,,,,,,person,person,person,person,person,person,person,person,person,person,person,person,person,person,,,0.9999524354934692,0.9985957741737366,0.9998635053634644,0.9994858503341675,0.9999141693115234,0.9997890591621399,0.9997139573097229,0.9601712226867676,0.9994919300079346,0.999515175819397,0.9993651509284973,0.9995997548103333,0.9997401833534241,0.9993798732757568,,,,,,,,,,,,,,,,,,,,
0.36666666666666664,0.7185791730880737,0.36336013674736023,0.8125969171524048,0.6634349822998047,0.8460633158683777,0.4350394904613495,0.9115270376205444,0.6864868998527527,0.3844509422779083,0.14395898580551147,0.4341605603694916,0.39885303378105164,0.6034742593765259,0.19006115198135376,0.6565221548080444,0.46160605549812317,0.3911678194999695,0.4006561040878296,0.4548877477645874,0.586250364780426,0.5065433979034424,0.3783871829509735,0.5708356499671936,0.5894028544425964,0.16971254348754883,0.14612583816051483,0.22276005148887634,0.35174354910850525,0.6292597651481628,0.5385387539863586,0.7051877975463867,0.7083743214607239,0.563850462436676,0.14607591927051544,0.6108866333961487,0.34581419825553894,0.5372732281684875,0.19197680056095123,0.5856870412826538,0.3806883692741394,0.6552420258522034,0.204763263463974,0.7128416299819946,0.44491201639175415,0.4922892451286316,0.22273693978786469,0.5391228199005127,0.4196281433105469,0.47008922696113586,0.5006630420684814,0.5673896074295044,0.8128341436386108,0.038861826062202454,0.2691243886947632,0.09817886352539062,0.5427888035774231,,,,,,,,,person,person,person,person,person,person,person,person,person,person,person,person,person,person,,,0.9999524354934692,0.9985957741737366,0.9998635053634644,0.9994858503341675,0.9999141693115234,0.9997890591621399,0.9997139573097229,0.9601712226867676,0.9994919300079346,0.999515175819397,0.9993651509284973,0.9995997548103333,0.9997401833534241,0.9993798732757568,,,,,,,,,,,,,,,,,,,,
0.4,0.38860607147216797,0.14422966539859772,0.4379078447818756,0.3981660306453705,0.7226008772850037,0.3823701739311218,0.812999963760376,0.6624647378921509,0.8451942801475525,0.4448132812976837,0.9166378378868103,0.6993001103401184,0.49639251828193665,0.3671884536743164,0.5618576407432556,0.6031128168106079,0.39011284708976746,0.40213891863822937,0.45437225699424744,0.5909322500228882,0.6022388935089111,0.1860995590686798,0.656452476978302,0.46307820081710815,0.1618485152721405,0.14117702841758728,0.21461115777492523,0.3538016974925995,0.5633881092071533,0.1444564014673233,0.6102255582809448,0.34122881293296814,0.4714983105659485,0.5093132257461548,0.5627515316009521,0.8758977651596069,0.6330010294914246,0.5359576940536499,0.7074947357177734,0.7104641199111938,0.6535393595695496,0.2003624588251114,0.7123237252235413,0.4399113655090332,0.038913093507289886,0.2751820981502533,0.09884403645992279,0.5374187231063843,,,,,,,,,,,,,,,,,person,person,person,person,person,person,person,person,person,person,person,person,,,,,0.999873161315918,0.9997572302818298,0.9953024387359619,0.9998679161071777,0.9993172883987427,0.9990553259849548,0.9999284744262695,0.9992842078208923,0.9995976090431213,0.9668334722518921,0.9988634586334229,0.9994315505027771,,,,,,,,,,,,,,,,,,,,,,
0.43333333333333335,0.38860607147216797,0.14422966539859772,0.4379078447818756,0.3981660306453705,0.7226008772850037,0.3823701739311218,0.812999963760376,0.6624647378921509,0.8451942801475525,0.4448132812976837,0.9166378378868103,0.6993001103401184,0.49639251828193665,0.3671884536743164,0.5618576407432556,0.6031128168106079,0.39011284708976746,0.40213891863822937,0.45437225699424744,0.5909322500228882,0.6022388935089111,0.1860995590686798,0.656452476978302,0.46307820081710815,0.1618485152721405,0.14117702841758728,0.21461115777492523,0.3538016974925995,0.5633881092071533,0.1444564014673233,0.6102255582809448,0.34122881293296814,0.4714983105659485,0.5093132257461548,0.5627515316009521,0.8758977651596069,0.6330010294914246,0.5359576940536499,0.7074947357177734,0.7104641199111938,0.6535393595695496,0.2003624588251114,0.7123237252235413,0.4399113655090332,0.038913093507289886,0.2751820981502533,0.09884403645992279,0.5374187231063843,,,,,,,,,,,,,,,,,person,person,person,person,person,person,person,person,person,person,person,person,,,,,0.999873161315918,0.9997572302818298,0.9953024387359619,0.9998679161071777,0.9993172883987427,0.9990553259849548,0.9999284744262695,0.9992842078208923,0.9995976090431213,0.9668334722518921,0.9988634586334229,0.9994315505027771,,,,,,,,,,,,,,,,,,,,,,
